EMP_ID,AGE,GENDER,STATUS,EMPLOYMENT,SUFFICIENT_INCOME,SALARY,TO_DO_COMPLETED,DAILY_STRESS,CORE_CIRCLE,SUPPORTING_OTHERS,SOCIAL_NETWORK,ACHIEVEMENT,FLOW,DAILY_STEPS,SLEEP_HOURS,LOST_VACATION,PERSONAL_AWARDS,TIME_FOR_HOBBY,HEALTHY_DIET,WORK_LIFE_BALANCE_SCORE
2087,52,1,1,0,1,1,9,3,4,10,10,7,9,5,8,5,10,10,4,738.9
2088,52,1,2,1,2,2,9,3,4,10,10,7,9,5,8,5,10,10,4,738.9
2089,49,0,3,0,2,2,7,3,3,3,10,0,3,2,6,5,7,0,5,639.3
2090,52,1,2,1,2,2,7,0,6,10,5,10,2,10,10,0,7,4,3,748.8
2091,49,0,1,0,2,2,4,0,10,10,10,3,3,8,7,0,4,3,3,722.3
2092,34,1,2,0,1,1,7,1,5,4,5,5,4,5,6,8,5,1,1,665.4
2093,52,0,1,1,2,2,7,2,4,4,2,0,1,2,5,0,8,0,2,628.9
2094,49,0,2,0,2,2,8,1,6,10,3,8,2,8,7,2,10,4,4,712.1
2095,34,1,1,0,1,1,8,2,3,1,4,10,1,3,8,1,5,3,5,690.9
2096,49,0,1,1,2,2,7,5,5,8,10,7,7,2,6,10,3,5,3,641.0
2097,52,0,0,0,2,2,6,3,9,5,10,3,1,6,7,0,9,9,4,721.9
2098,49,0,2,0,2,2,7,1,2,2,3,2,1,6,8,0,0,1,4,640.5
2099,49,0,2,1,2,2,5,4,2,1,10,1,3,3,8,2,4,5,3,641.6
2100,49,0,2,1,1,1,8,3,10,5,10,9,3,7,6,0,10,1,3,676.0
2101,52,0,1,0,1,0,7,2,10,10,4,10,4,6,8,0,10,5,5,720.4
2102,34,0,3,1,1,0,5,4,4,2,6,1,1,5,6,0,2,0,5,616.1
2103,52,0,2,1,2,2,5,2,5,4,5,3,6,6,5,0,4,3,4,679.0
2104,52,0,2,1,2,2,5,2,7,7,9,3,2,7,7,0,7,3,4,713.6
2105,34,1,2,1,1,1,7,0,4,1,10,1,3,7,7,0,5,1,1,643.9
2106,34,1,2,1,2,2,8,1,10,2,5,7,2,5,7,0,5,2,1,679.2
2107,49,1,1,1,2,2,0,3,2,9,10,0,3,2,9,10,3,1,0,600.8
2108,34,0,1,0,1,0,1,2,1,0,1,0,0,1,9,0,1,1,2,585.3
2109,34,1,2,0,1,0,5,3,5,7,10,4,7,4,5,0,4,7,1,670.1
2110,49,0,1,0,2,2,8,2,2,7,8,4,10,6,8,0,8,1,3,701.7
2111,34,0,0,1,2,2,7,5,7,10,4,2,1,5,8,0,10,2,3,676.0
2112,49,1,1,0,1,0,7,2,10,10,10,9,6,8,8,0,10,2,3,741.2
2113,49,0,3,1,2,2,6,0,5,2,5,2,5,10,7,0,4,6,5,709.1
2114,34,0,2,0,1,0,8,3,4,10,10,3,3,8,8,0,10,1,2,678.3
2115,49,0,0,1,2,2,9,3,6,10,4,4,3,5,6,0,10,3,2,713.0
2116,52,1,0,1,2,2,3,2,2,3,3,6,6,3,6,3,7,4,1,644.6
2117,24,0,0,1,1,0,8,5,3,2,10,5,1,3,6,6,5,3,1,619.1
2118,49,0,2,0,2,2,5,5,9,10,10,6,1,10,6,5,6,5,5,707.2
2119,49,0,3,0,2,2,8,3,5,5,10,0,0,1,8,0,2,0,2,634.4
2120,49,1,0,0,1,1,8,2,5,10,10,2,1,5,8,0,10,2,1,677.7
2121,52,0,1,0,2,2,5,5,5,4,8,3,3,5,8,10,8,7,4,659.0
2122,34,0,0,1,2,2,8,3,4,10,10,7,3,5,8,0,3,5,3,693.0
2123,34,0,3,1,2,2,8,3,4,10,10,7,3,5,8,0,3,5,3,693.0
2124,49,0,2,0,1,1,1,3,2,2,10,1,1,1,7,0,10,2,2,607.0
2125,49,0,0,1,2,2,8,2,8,4,10,3,4,3,7,0,6,1,5,711.1
2126,34,0,1,1,2,2,5,4,5,4,10,4,5,4,8,4,3,6,5,648.6
2127,49,0,2,0,2,2,2,4,4,2,1,2,0,5,7,0,3,0,4,619.7
2128,24,0,2,1,1,1,5,4,10,6,10,2,3,8,8,0,3,4,2,640.9
2129,34,1,3,1,2,2,3,1,5,2,3,2,0,1,8,0,4,2,3,648.0
2130,49,0,1,1,1,0,8,4,8,3,10,4,9,3,8,10,7,7,3,677.3
2131,49,1,0,0,1,0,3,2,7,10,10,3,1,6,8,0,8,8,4,684.7
2132,49,0,1,0,2,2,8,3,8,4,8,1,1,4,7,7,2,0,1,611.0
2133,52,0,3,0,2,2,6,3,1,1,2,2,0,2,8,0,1,0,0,575.1
2134,52,0,1,1,2,2,6,3,1,1,2,2,0,2,8,0,1,0,0,575.1
2135,52,0,1,1,2,2,6,3,1,1,2,2,0,2,8,0,1,0,0,575.1
2136,52,0,1,0,2,2,6,3,1,1,2,2,0,2,8,0,1,0,0,575.1
2137,34,0,0,1,2,2,7,2,7,6,8,3,3,8,7,3,10,2,4,712.1
2138,52,0,2,0,1,0,8,5,4,10,10,5,2,4,7,0,4,2,2,628.0
2139,52,0,3,0,2,2,4,4,10,10,7,5,3,6,7,0,6,4,5,703.2
2140,34,0,3,0,2,2,1,3,6,3,10,4,0,1,7,9,3,1,2,629.1
2141,52,0,3,0,2,2,3,4,10,10,8,5,3,6,7,0,5,2,5,698.1
2142,52,0,2,0,1,1,7,1,2,7,2,2,4,4,7,0,8,6,4,660.3
2143,49,0,0,1,1,0,3,3,4,1,4,4,5,1,8,10,7,4,1,590.2
2144,34,0,1,1,2,2,4,2,1,2,1,10,1,1,9,0,10,4,2,660.1
2145,49,0,2,0,2,2,7,1,6,2,10,2,2,8,6,1,3,2,2,662.6
2146,52,0,1,0,2,2,5,0,4,4,10,2,1,1,4,3,6,0,1,638.7
2147,34,0,3,1,2,2,8,1,9,6,9,4,4,5,6,10,5,1,1,665.4
2148,34,0,1,0,2,2,7,1,10,5,5,4,1,7,8,10,10,5,2,718.9
2149,52,0,1,1,2,2,8,3,6,8,2,4,6,4,5,0,4,10,1,665.0
2150,52,1,0,1,2,2,4,4,6,5,3,5,2,5,7,10,10,5,5,660.5
2151,49,1,3,0,1,1,6,3,10,10,10,7,3,8,8,0,10,9,5,766.7
2152,52,1,0,1,2,2,7,1,9,7,10,4,3,7,6,3,8,3,3,716.8
2153,49,0,2,1,2,2,8,4,5,7,2,1,0,1,7,0,10,0,2,635.9
2154,34,1,1,0,1,0,4,3,6,4,1,3,2,6,6,7,2,0,1,614.6
2155,34,1,0,0,1,1,0,3,10,5,10,1,2,3,4,0,7,2,5,668.0
2156,49,0,1,1,2,2,5,5,3,4,10,3,1,4,6,0,5,1,5,661.8
2157,34,1,0,1,2,2,6,1,4,1,6,5,3,2,7,1,4,7,1,649.7
2158,34,0,1,1,2,2,7,2,3,2,2,3,2,7,6,1,5,5,1,643.7
2159,34,0,1,1,2,2,8,4,4,2,4,6,5,4,6,0,8,8,2,655.0
2160,34,1,0,0,1,1,10,1,10,2,9,8,7,3,7,0,4,6,1,678.8
2161,34,0,1,1,2,2,2,5,10,10,10,1,0,1,6,2,5,0,2,623.8
2162,24,0,2,0,1,0,1,0,5,0,6,1,0,5,10,10,1,0,3,577.8
2163,52,0,2,1,2,2,6,2,8,8,2,2,1,3,7,0,6,0,2,658.4
2164,24,0,0,1,1,0,9,2,10,10,10,8,2,9,8,0,10,5,4,741.4
2165,34,0,0,1,2,2,9,4,5,7,3,3,1,3,8,5,2,0,2,648.4
2166,34,0,2,0,1,0,8,3,5,3,10,4,8,9,8,3,4,2,2,646.2
2167,49,0,2,0,2,2,7,3,5,3,5,3,1,5,8,0,4,3,3,674.3
2168,49,0,1,0,2,2,7,3,5,3,5,3,1,5,8,0,4,3,3,672.6
2169,34,1,3,0,1,0,2,4,5,0,10,2,0,6,10,3,1,1,4,622.2
2170,49,0,1,1,1,0,5,3,10,3,6,4,1,4,9,0,10,2,4,655.6
2171,49,1,0,1,2,2,8,0,5,8,8,4,3,10,9,0,7,2,2,718.0
2172,34,0,3,0,1,1,8,3,5,5,10,4,1,10,8,0,5,1,2,658.3
2173,34,1,1,0,1,0,6,3,6,0,2,1,0,7,7,2,2,1,2,620.1
2174,49,0,1,0,2,2,3,5,4,8,10,2,1,2,6,10,5,1,3,620.6
2175,24,1,1,0,1,1,7,4,0,4,6,4,1,6,7,3,4,0,4,660.7
2176,52,0,0,1,2,2,2,2,8,7,3,2,2,4,8,2,2,2,4,643.5
2177,49,1,3,0,1,0,7,1,5,4,5,6,2,6,7,1,7,2,1,655.6
2178,49,1,0,0,1,1,7,1,5,4,5,6,2,6,7,1,7,2,1,655.6
2179,49,0,0,1,1,1,7,5,3,10,10,1,1,6,6,10,5,0,2,599.3
2180,24,0,3,1,1,0,5,4,7,5,10,3,1,3,9,10,3,2,3,629.9
2181,49,0,3,1,2,2,6,4,6,5,3,3,3,6,7,0,5,1,3,669.2
2182,24,0,3,0,2,2,1,4,3,3,10,6,2,7,7,0,6,2,3,657.5
2183,52,0,3,1,2,2,7,2,8,5,10,5,6,2,7,0,3,2,3,670.1
2184,24,1,1,0,1,0,3,2,1,2,3,3,1,1,7,1,2,4,3,624.0
2185,34,1,2,0,1,0,4,1,6,6,3,5,10,4,8,0,10,10,5,726.8
2186,49,1,3,0,1,1,9,4,3,5,10,5,2,7,7,0,8,0,1,703.4
2187,49,1,1,1,1,1,4,3,1,1,4,2,0,2,6,3,0,1,2,562.8
2188,52,0,2,0,2,2,8,1,6,10,6,2,5,7,9,0,4,7,5,729.3
2189,34,1,2,0,1,1,8,2,5,3,5,3,2,5,10,3,5,4,1,637.3
2190,34,1,1,1,1,1,1,2,4,0,2,1,0,1,5,3,0,0,1,550.5
2191,34,0,1,1,1,1,4,4,4,8,6,6,3,5,7,5,5,4,1,643.5
2192,34,1,0,1,2,2,4,1,8,1,5,1,2,2,6,10,2,2,2,630.8
2193,49,0,2,0,2,2,6,5,10,10,9,4,3,10,10,0,4,4,4,709.7
2194,34,1,0,1,2,2,3,3,2,5,4,2,2,4,7,0,4,4,4,626.3
2195,24,0,2,0,2,2,7,2,2,3,5,2,2,5,7,0,5,0,5,682.6
2196,49,0,3,1,1,0,6,3,6,10,10,7,2,10,7,2,3,3,5,666.6
2197,34,0,1,0,1,0,10,5,10,4,2,2,3,5,8,0,4,0,5,648.8
2198,49,0,2,1,1,1,6,3,10,10,7,8,2,4,9,0,10,1,3,694.7
2199,34,1,3,1,2,2,5,2,1,2,6,4,5,3,7,0,3,3,1,651.6
2200,49,1,1,0,1,0,8,5,0,0,10,0,10,2,5,10,5,1,0,577.9
2201,34,1,3,0,1,1,7,3,5,4,3,3,2,5,6,0,1,1,4,643.3
2202,34,0,1,0,2,2,7,3,3,3,4,3,2,8,8,0,4,1,2,673.2
2203,49,0,2,0,2,2,3,3,1,10,10,1,0,2,6,0,1,0,1,598.5
2204,34,0,3,1,2,2,4,4,10,10,5,2,1,1,9,0,3,1,5,670.3
2205,52,1,3,0,1,0,7,4,4,10,10,6,2,9,7,0,10,3,2,686.8
2206,24,1,2,0,1,0,6,4,4,3,5,0,0,5,7,0,1,0,1,619.7
2207,49,0,2,1,1,0,5,3,10,6,10,9,5,4,6,7,10,5,4,673.7
2208,49,1,1,1,1,0,7,1,4,2,5,2,2,6,6,0,5,2,2,645.2
2209,34,0,3,0,2,2,4,4,5,10,3,4,2,6,7,0,6,1,1,643.7
2210,52,0,1,0,2,2,7,4,7,8,8,10,1,3,6,0,10,1,3,692.2
2211,49,0,0,0,2,2,10,2,1,2,10,2,0,5,6,0,2,0,2,655.2
2212,34,0,0,0,1,1,5,3,2,1,10,2,2,3,5,0,3,3,1,607.0
2213,52,1,2,0,1,1,7,2,5,5,6,2,3,9,6,8,10,8,3,703.6
2214,52,1,0,0,1,1,7,2,5,5,6,2,3,9,6,8,10,8,3,703.6
2215,49,0,1,0,2,2,8,3,6,4,8,1,1,10,7,5,5,0,5,675.1
2216,24,1,2,0,1,0,0,1,6,4,10,1,2,7,8,0,2,3,2,644.1
2217,24,0,2,0,1,1,4,3,4,10,10,3,1,10,10,10,10,4,4,696.1
2218,34,0,0,0,1,0,0,3,2,2,1,2,2,10,10,0,6,0,1,595.8
2219,49,0,0,1,2,2,7,1,10,10,8,6,2,8,8,0,10,0,3,736.1
2220,34,1,2,1,1,0,7,3,4,1,7,1,4,4,6,5,1,5,0,590.4
2221,34,0,0,1,2,2,8,4,5,10,10,2,4,7,8,5,4,10,5,691.7
2222,52,0,2,0,2,2,9,4,5,5,2,2,2,8,8,10,8,2,5,656.2
2223,34,0,3,1,2,2,5,4,5,10,10,3,1,7,7,3,4,1,1,649.0
2224,34,1,3,0,1,0,8,3,8,4,10,2,2,4,8,0,10,3,1,665.6
2225,52,0,0,0,1,0,8,3,4,5,7,2,6,10,8,0,10,4,5,721.2
2226,34,1,0,1,1,1,7,3,2,1,5,0,3,7,7,0,3,1,0,611.6
2227,52,0,2,0,2,2,2,2,8,4,4,2,5,4,6,0,3,0,3,658.4
2228,24,0,3,0,2,2,5,4,2,0,4,3,2,10,7,0,3,2,3,634.3
2229,24,0,3,1,2,2,4,4,1,0,2,0,1,10,7,5,3,2,3,612.2
2230,52,0,3,1,2,2,2,2,8,6,6,6,5,4,7,0,3,3,3,663.7
2231,24,0,1,0,1,1,5,4,3,4,3,4,2,3,5,3,3,4,4,637.6
2232,34,0,0,1,2,2,9,2,10,8,10,1,10,5,8,2,10,7,4,711.7
2233,52,1,0,1,2,2,0,4,0,0,5,0,0,5,8,0,2,3,2,597.8
2234,24,1,1,0,1,0,3,3,5,0,3,0,1,1,7,2,3,1,2,586.6
2235,34,1,1,1,2,2,5,3,3,4,4,3,2,8,8,0,2,4,3,671.5
2236,49,0,2,0,2,2,6,2,10,10,10,6,4,8,7,0,4,4,3,707.0
2237,49,1,3,1,2,2,2,3,2,10,4,4,1,3,8,0,10,1,2,655.2
2238,34,0,1,1,2,2,6,5,8,10,6,6,4,8,6,0,10,4,4,701.7
2239,34,1,1,1,2,2,9,0,4,4,5,2,1,5,8,0,3,3,4,682.8
2240,34,1,0,1,1,0,4,3,0,0,4,1,1,1,10,0,2,0,1,573.6
2241,34,0,1,0,1,1,5,3,2,0,4,2,0,1,7,7,1,5,2,576.4
2242,34,0,1,1,1,1,5,3,2,0,4,2,0,1,7,7,1,5,2,576.4
2243,52,0,1,1,2,2,3,5,3,10,3,3,6,2,8,8,4,5,2,655.0
2244,49,0,0,1,1,1,3,3,2,3,10,3,3,3,6,0,4,1,1,597.0
2245,49,1,0,1,2,2,7,4,4,3,8,1,4,3,7,5,10,1,3,634.6
2246,52,0,3,1,2,2,8,3,5,3,5,3,2,7,7,2,3,2,5,669.4
2247,52,0,2,0,2,2,7,1,10,8,10,0,8,5,8,0,5,6,3,704.9
2248,49,0,1,1,2,2,5,0,4,0,0,4,8,9,5,10,10,2,2,650.7
2249,49,0,0,1,2,2,8,2,9,5,7,1,0,4,8,0,10,1,4,667.3
2250,34,0,2,0,2,2,8,4,5,3,10,0,1,6,6,10,3,6,3,655.4
2251,34,0,0,0,1,1,7,4,5,7,5,5,5,7,7,0,6,2,3,666.0
2252,34,1,2,0,1,1,8,4,9,6,5,5,2,9,7,2,5,2,4,669.8
2253,34,0,3,0,2,2,8,3,5,1,2,2,1,10,8,0,10,2,2,678.7
2254,34,0,1,1,2,2,8,3,5,1,2,2,1,10,8,0,10,2,2,678.7
2255,34,0,0,0,2,2,8,3,5,1,2,2,1,10,8,0,10,2,2,678.7
2256,49,0,3,1,2,2,5,3,8,6,10,1,2,7,7,5,3,2,2,635.4
2257,34,0,1,0,2,2,6,1,5,4,4,4,4,10,8,0,3,3,4,709.3
2258,52,0,0,0,2,2,6,5,10,8,4,5,4,4,6,0,8,4,5,683.9
2259,34,1,2,0,1,1,7,3,7,1,3,3,2,3,7,9,10,0,4,648.2
2260,49,1,2,0,1,1,7,1,6,3,8,1,2,10,6,0,3,2,4,685.1
2261,49,1,2,0,1,1,7,1,6,3,8,1,2,10,6,0,3,2,4,685.1
2262,49,1,3,1,2,2,7,1,6,3,8,1,2,10,6,0,3,2,4,685.1
2263,34,0,1,1,1,1,4,3,10,9,7,3,4,5,7,0,7,3,3,697.9
2264,34,1,3,0,1,1,7,3,2,0,3,3,7,7,8,0,10,7,3,686.6
2265,49,0,3,1,2,2,8,2,4,6,10,6,6,2,8,10,7,6,2,651.6
2266,49,1,3,0,1,1,3,2,7,3,8,3,4,5,6,10,8,2,2,639.9
2267,34,1,1,1,2,2,8,1,10,10,8,4,3,5,7,0,5,5,3,706.4
2268,24,1,0,1,2,2,4,3,6,1,10,5,2,10,5,0,0,1,2,649.2
2269,34,0,2,1,2,2,10,4,10,10,10,10,6,7,6,0,10,2,5,745.7
2270,34,0,2,1,1,1,5,4,7,1,5,1,2,8,6,10,3,6,4,616.7
2271,49,1,2,1,2,2,7,2,8,7,5,7,2,7,6,0,5,2,3,679.4
2272,52,0,1,1,2,2,7,2,4,10,6,10,4,7,8,0,10,6,5,756.3
2273,24,0,3,1,2,2,10,3,10,10,10,7,8,10,8,0,5,8,3,758.6
2274,52,0,3,0,1,0,7,3,4,7,7,5,4,6,8,0,10,6,5,720.4
2275,34,0,0,0,2,2,7,3,7,10,10,4,3,6,7,0,10,4,4,708.3
2276,52,1,3,1,1,1,5,3,8,6,10,2,1,2,7,5,5,4,5,649.7
2277,34,0,2,0,1,0,4,3,6,2,10,5,2,4,7,4,6,2,3,645.0
2278,34,1,1,1,1,0,6,1,3,2,1,4,0,8,7,4,2,2,2,627.1
2279,34,0,2,1,2,2,7,1,4,1,2,3,1,8,9,0,3,2,5,687.0
2280,34,1,2,1,2,2,6,1,6,5,5,4,2,1,7,2,0,8,1,683.5
2281,24,0,3,0,1,0,7,5,3,2,8,2,2,2,9,10,3,0,1,582.1
2282,49,0,3,1,2,2,8,4,6,7,10,5,2,10,5,0,5,0,3,676.4
2283,34,0,1,1,2,2,8,4,3,5,5,8,2,10,6,10,8,10,5,697.0
2284,24,1,1,0,1,0,4,1,10,4,8,3,7,2,7,0,5,0,2,680.3
2285,34,0,2,0,2,2,4,3,3,4,6,6,3,8,7,10,3,2,2,645.8
2286,49,1,0,0,1,1,6,3,10,4,7,8,4,10,6,10,6,5,3,669.8
2287,49,1,3,1,1,1,6,3,10,8,7,10,8,10,6,10,9,4,3,691.9
2288,34,0,0,1,1,1,4,4,10,3,4,2,3,3,7,1,6,2,1,595.5
2289,34,1,1,0,1,1,8,4,5,8,10,3,4,5,6,3,4,3,4,658.6
2290,34,1,2,1,1,1,6,4,6,1,6,1,1,6,7,5,2,1,1,609.7
2291,34,0,0,0,2,2,9,5,2,2,5,3,1,4,7,0,10,3,3,639.9
2292,49,1,1,0,1,1,5,5,3,10,10,1,1,1,8,1,4,4,1,624.2
2293,34,1,0,1,2,2,9,1,6,5,6,7,1,7,8,0,6,1,2,708.7
2294,49,0,3,0,1,0,1,4,5,4,6,2,0,3,6,0,2,0,2,595.3
2295,52,0,1,1,2,2,2,3,8,10,6,7,0,2,8,0,7,1,5,690.7
2296,34,1,0,0,1,0,6,4,6,2,1,3,3,1,8,3,6,3,0,610.6
2297,49,0,3,0,2,2,4,4,5,5,4,4,1,3,7,6,4,2,5,644.8
2298,49,0,2,1,2,2,9,2,6,6,4,6,2,6,7,0,4,1,5,698.1
2299,34,1,1,0,1,0,4,2,4,1,7,0,2,6,6,0,7,3,2,628.2
2300,24,0,0,1,2,2,5,4,8,6,10,5,3,10,7,0,10,3,4,698.9
2301,52,0,3,1,2,2,4,4,6,10,10,3,2,4,7,10,4,6,5,697.7
2302,49,0,2,1,2,2,5,4,8,1,6,1,2,10,8,3,3,1,5,666.8
2303,34,1,1,0,1,1,7,3,5,6,3,0,2,2,7,5,2,5,5,668.4
2304,34,0,2,0,2,2,7,5,2,3,2,3,0,10,7,0,4,0,5,644.5
2305,34,0,3,1,1,0,6,3,10,10,8,5,5,10,8,0,5,0,3,690.6
2306,34,0,3,1,2,2,1,5,5,10,10,4,3,10,4,7,10,2,2,667.7
2307,49,0,1,1,1,0,7,3,10,2,10,6,5,7,7,0,1,7,3,676.2
2308,52,1,1,1,2,2,7,1,10,10,7,7,2,5,7,0,9,4,5,743.8
2309,34,1,3,0,1,0,5,4,2,6,10,3,4,9,6,3,10,6,0,649.2
2310,52,0,3,1,2,2,8,1,5,10,10,0,1,4,7,2,5,4,5,690.9
2311,34,0,3,0,1,0,9,5,5,10,8,1,6,3,9,10,10,0,2,689.4
2312,34,1,3,0,1,0,7,1,4,10,5,5,2,1,8,0,10,5,1,726.2
2313,24,1,3,1,2,2,4,2,10,3,10,1,1,10,7,0,2,1,1,666.6
2314,24,0,2,0,1,1,5,2,5,8,9,6,7,10,6,10,7,5,5,715.7
2315,24,0,0,1,2,2,5,3,3,4,6,5,0,6,7,0,2,0,1,643.7
2316,52,0,0,0,1,0,7,2,4,10,7,10,3,4,8,0,10,7,5,721.7
2317,52,0,1,1,1,1,7,3,3,10,6,10,2,3,8,0,10,5,5,711.3
2318,24,0,1,1,1,1,0,5,4,3,2,0,4,5,8,0,10,0,0,584.2
2319,49,0,1,1,1,1,4,4,5,8,6,3,8,5,5,0,5,0,2,624.4
2320,34,0,0,1,1,0,3,5,3,0,3,6,5,7,10,10,9,0,1,595.2
2321,49,0,3,1,1,0,1,3,1,4,4,3,2,2,9,3,3,1,1,592.3
2322,52,0,2,0,2,2,3,3,3,3,5,1,2,4,6,1,3,2,4,665.2
2323,34,0,1,1,2,2,3,1,3,5,4,3,5,6,7,0,6,5,3,693.0
2324,34,0,1,1,2,2,8,2,10,7,4,5,7,2,7,0,5,10,2,702.4
2325,34,1,3,0,1,1,3,3,3,5,2,3,3,5,8,4,5,6,4,636.9
2326,24,0,2,0,2,2,1,5,3,4,4,8,2,8,10,3,5,5,1,649.8
2327,24,0,2,1,2,2,1,5,3,4,4,8,2,8,10,3,5,5,1,649.8
2328,24,0,2,0,1,1,7,5,5,5,8,2,2,3,7,0,6,3,1,619.3
2329,34,0,3,1,2,2,9,2,5,8,4,10,8,4,8,0,10,5,2,714.9
2330,24,1,3,1,2,2,3,2,5,6,10,6,3,3,9,2,4,1,1,674.1
2331,52,0,0,0,2,2,8,3,3,3,10,0,1,10,9,0,1,2,2,672.1
2332,52,0,3,1,2,2,2,2,5,6,10,4,0,10,6,10,4,1,1,651.1
2333,49,0,3,0,1,1,8,4,2,2,2,2,8,2,9,0,0,0,2,592.3
2334,34,1,0,0,1,0,4,3,2,10,10,1,1,10,5,0,2,6,4,640.7
2335,49,0,0,1,1,1,6,5,10,10,10,4,4,6,8,10,10,4,5,681.3
2336,24,0,1,0,2,2,9,5,4,0,8,7,2,5,8,4,5,3,5,686.2
2337,49,0,0,1,2,2,9,1,3,7,5,10,3,5,5,0,10,3,4,712.8
2338,52,0,1,1,2,2,8,3,4,10,2,7,8,7,9,6,10,5,4,724.2
2339,34,1,0,0,1,0,2,5,6,2,10,5,2,1,3,10,3,0,1,579.0
2340,49,1,1,0,1,0,8,3,10,10,10,8,10,5,8,0,10,5,2,761.0
2341,52,0,3,1,2,2,6,2,4,4,4,7,3,10,6,10,6,2,3,661.3
2342,24,0,0,0,1,1,10,1,6,10,6,3,2,9,9,0,10,4,1,712.7
2343,34,1,2,0,1,1,2,3,3,2,5,3,2,2,7,10,2,1,1,603.8
2344,34,0,1,0,2,2,7,4,4,10,5,0,2,10,7,0,3,1,3,622.4
2345,49,1,2,1,2,2,7,3,5,5,10,1,5,3,7,10,10,1,3,665.2
2346,49,1,0,1,1,1,7,1,5,4,2,3,2,10,8,0,5,3,1,661.7
2347,34,1,1,0,1,1,0,4,0,2,1,2,4,1,5,0,0,4,3,604.9
2348,34,1,2,1,1,0,0,4,0,2,1,2,4,1,5,0,0,4,3,604.9
2349,34,1,0,0,1,0,8,2,3,4,5,8,3,10,6,6,5,6,2,700.4
2350,49,1,0,0,1,0,8,4,10,10,10,4,6,10,7,0,10,10,5,749.9
2351,34,1,3,1,2,2,5,2,5,5,7,4,1,3,7,2,2,4,1,651.6
2352,52,0,0,0,2,2,8,3,7,10,10,5,2,4,8,0,6,7,2,721.7
2353,52,0,1,0,2,2,8,0,7,10,2,5,8,8,8,0,10,4,1,717.4
2354,52,0,1,1,1,1,6,2,5,6,5,6,1,8,6,0,7,4,5,674.5
2355,34,1,0,1,1,1,7,3,1,1,3,3,1,2,7,0,4,2,1,629.3
2356,52,0,1,0,2,2,1,2,3,1,2,1,5,1,9,0,3,6,4,622.7
2357,34,0,0,0,2,2,9,4,6,4,3,8,2,5,7,0,1,2,3,670.7
2358,49,0,2,1,2,2,8,1,6,6,6,8,4,6,8,1,8,5,3,713.6
2359,24,0,0,1,2,2,8,3,4,10,8,2,4,3,8,0,4,4,4,673.9
2360,24,0,0,1,2,2,10,2,10,10,10,7,5,8,7,0,7,6,4,742.7
2361,49,0,2,0,1,1,7,2,6,10,10,9,10,8,6,1,4,10,3,722.1
2362,34,1,3,1,1,0,8,1,1,5,3,7,5,3,8,4,7,8,0,655.2
2363,52,0,3,0,2,2,10,3,4,2,10,10,5,10,6,0,10,3,5,731.0
2364,52,0,3,1,2,2,10,3,4,2,10,10,5,10,6,0,10,3,5,731.0
2365,52,0,2,1,2,2,10,3,4,2,10,10,5,10,6,0,10,3,5,731.0
2366,52,0,1,0,2,2,10,3,4,2,10,10,5,10,6,0,10,3,5,731.0
2367,34,1,3,1,1,1,7,3,6,6,3,4,5,3,7,0,5,5,2,643.1
2368,49,0,0,0,1,0,6,1,7,10,7,9,6,3,6,4,6,8,4,699.0
2369,34,0,3,0,2,2,5,2,3,1,2,0,2,6,8,4,4,1,1,645.6
2370,34,0,3,1,1,1,4,4,3,5,8,3,2,2,7,7,2,4,1,595.3
2371,34,0,2,1,1,0,5,2,9,10,3,7,5,9,7,0,7,3,2,710.6
2372,49,0,3,1,2,2,6,2,2,1,4,1,1,8,7,0,0,1,1,633.9
2373,34,0,0,0,2,2,5,1,3,3,10,0,0,3,6,10,2,1,5,649.7
2374,52,1,0,1,2,2,5,0,10,10,5,3,1,10,6,0,5,1,4,703.8
2375,34,0,1,0,2,2,4,4,9,5,4,3,2,4,7,7,4,1,3,655.2
2376,49,0,1,0,2,2,7,2,4,6,5,4,6,9,6,0,8,1,2,671.3
2377,34,1,0,1,2,2,7,1,2,7,5,10,1,8,4,3,5,5,1,670.7
2378,49,0,1,0,2,2,8,2,4,6,5,6,8,10,9,0,5,8,3,718.0
2379,34,1,2,0,1,1,2,2,4,10,3,5,0,10,8,0,8,8,3,700.8
2380,34,1,0,1,2,2,2,2,4,10,3,5,0,10,8,0,8,8,3,700.8
2381,49,0,3,0,1,0,4,4,3,3,4,2,3,5,7,4,6,2,3,612.9
2382,34,1,1,1,2,2,7,0,2,0,6,4,4,3,8,0,5,4,1,665.4
2383,49,1,1,1,1,0,5,2,3,6,2,3,2,2,10,1,1,2,5,645.2
2384,49,0,0,0,1,1,5,5,8,4,4,1,2,10,6,10,10,5,1,620.5
2385,34,1,2,0,1,1,0,3,0,10,0,0,0,1,8,10,0,0,5,590.2
2386,52,0,1,1,1,0,8,2,5,10,6,10,10,1,4,0,10,9,3,713.5
2387,49,1,0,1,1,1,9,4,5,10,10,9,1,5,6,10,10,1,0,629.7
2388,52,0,3,1,2,2,5,2,0,5,3,6,3,5,6,0,3,3,3,641.6
2389,52,0,0,1,2,2,9,2,10,5,3,5,4,5,8,0,7,3,5,715.1
2390,34,1,3,0,1,1,7,3,3,10,10,10,5,10,6,0,10,5,1,742.9
2391,49,0,2,1,2,2,7,5,10,10,10,10,7,8,7,10,10,7,2,724.0
2392,49,0,3,1,2,2,3,2,8,10,10,1,3,10,7,0,5,4,4,705.7
